ba_bros_val,ba_avg_score,ba_style,ba_brewery_name,ba_phone_key,ba_beer_name,ba_brewery_city,ba_brewery_state,ba_brewery_name_key,ba_abv,ba_phone,ba_ratings_count
-,-,American IPA,Palo Alto Brewing Company,,Hostage,Mountain View,CA,Palo_Alto_Brewing_Company,8.00,,8
-,3.79,Kölsch,Palo Alto Brewing Company,,Kolsch,Mountain View,CA,Palo_Alto_Brewing_Company,4.00,,3
-,-,Belgian IPA,Palo Alto Brewing Company,,Nice Lacing,Mountain View,CA,Palo_Alto_Brewing_Company,8.00,,0
-,-,American Barleywine,Palo Alto Brewing Company,,Onoskelis Barleywine,Mountain View,CA,Palo_Alto_Brewing_Company,11.00,,6
-,2.99,Rye Beer,Palo Alto Brewing Company,,Palo Alto Brewing Co. Rye-C Citra-Hopped Rye IPA,Mountain View,CA,Palo_Alto_Brewing_Company,?,,2
-,2.17,Belgian Pale Ale,Petaluma Hills Brewing Company,7077664458,Big House Blonde,Petaluma,CA,Petaluma_Hills_Brewing_Company,6.40,(707) 766-4458,9
-,3.35,Extra Special / Strong Bitter (ESB),Petaluma Hills Brewing Company,7077664458,East Side Bitter,Petaluma,CA,Petaluma_Hills_Brewing_Company,4.75,(707) 766-4458,9
-,3.68,American Pale Ale (APA),Petaluma Hills Brewing Company,7077664458,Emmett Rifles Rye,Petaluma,CA,Petaluma_Hills_Brewing_Company,5.30,(707) 766-4458,2
-,3.5,American Brown Ale,Petaluma Hills Brewing Company,7077664458,Lamppost Ale,Petaluma,CA,Petaluma_Hills_Brewing_Company,5.27,(707) 766-4458,4
-,4.05,American IPA,Petaluma Hills Brewing Company,7077664458,Line And Twine,Petaluma,CA,Petaluma_Hills_Brewing_Company,7.70,(707) 766-4458,20
-,3.71,English Stout,Petaluma Hills Brewing Company,7077664458,Old Adobe Stout,Petaluma,CA,Petaluma_Hills_Brewing_Company,4.41,(707) 766-4458,4
-,3.99,English Porter,Petaluma Hills Brewing Company,7077664458,Porterluma,Petaluma,CA,Petaluma_Hills_Brewing_Company,4.51,(707) 766-4458,12
-,4.24,Pumpkin Ale,Petaluma Hills Brewing Company,7077664458,Pumpkin Ale,Petaluma,CA,Petaluma_Hills_Brewing_Company,?,(707) 766-4458,1
-,-,Pumpkin Ale,Petaluma Hills Brewing Company,7077664458,Pumpkin Patch Traffic Jam Ale,Petaluma,CA,Petaluma_Hills_Brewing_Company,6.40,(707) 766-4458,1
-,-,Irish Red Ale,Petaluma Hills Brewing Company,7077664458,Red Tag Ale,Petaluma,CA,Petaluma_Hills_Brewing_Company,5.40,(707) 766-4458,10
-,-,English Brown Ale,Petaluma Hills Brewing Company,7077664458,River Town Brown,Petaluma,CA,Petaluma_Hills_Brewing_Company,4.56,(707) 766-4458,0
-,4,Tripel,Petaluma Hills Brewing Company,7077664458,Taproom Construction Ale,Petaluma,CA,Petaluma_Hills_Brewing_Company,8.50,(707) 766-4458,1
-,3.94,Tripel,Petaluma Hills Brewing Company,7077664458,Tripel J,Petaluma,CA,Petaluma_Hills_Brewing_Company,7.67,(707) 766-4458,7
-,3.34,American Pale Ale (APA),Peter B’s Brewpub,8316492699,40 Acre Pale Ale,Monterey,CA,Peter_B’s_Brewpub,4.90,(831) 649-2699,3
-,-,Cream Ale,Peter B’s Brewpub,8316492699,Aisle 5,Monterey,CA,Peter_B’s_Brewpub,5.99,(831) 649-2699,0
-,-,American Blonde Ale,Peter B’s Brewpub,8316492699,Belly Up,Monterey,CA,Peter_B’s_Brewpub,4.90,(831) 649-2699,0
-,3.28,American Black Ale,Peter B’s Brewpub,8316492699,Black IPA,Monterey,CA,Peter_B’s_Brewpub,6.20,(831) 649-2699,2
-,3.88,American Stout,Peter B’s Brewpub,8316492699,Dark Side Ale,Monterey,CA,Peter_B’s_Brewpub,5.50,(831) 649-2699,1
-,3.25,Belgian Strong Dark Ale,Peter B’s Brewpub,8316492699,Dear Abby,Monterey,CA,Peter_B’s_Brewpub,8.00,(831) 649-2699,1
-,-,American IPA,Peter B’s Brewpub,8316492699,Dr. Strangelove,Monterey,CA,Peter_B’s_Brewpub,6.10,(831) 649-2699,0
-,3.33,American Pale Wheat Ale,Peter B’s Brewpub,8316492699,Fort Ord Wheat,Monterey,CA,Peter_B’s_Brewpub,5.80,(831) 649-2699,3
-,-,Dunkelweizen,Peter B’s Brewpub,8316492699,Freddio Mercury,Monterey,CA,Peter_B’s_Brewpub,5.83,(831) 649-2699,0
-,-,American Amber / Red Ale,Peter B’s Brewpub,8316492699,Inclusion,Monterey,CA,Peter_B’s_Brewpub,5.13,(831) 649-2699,0
-,3.47,American IPA,Peter B’s Brewpub,8316492699,IPA,Monterey,CA,Peter_B’s_Brewpub,6.50,(831) 649-2699,17
-,-,American IPA,Peter B’s Brewpub,8316492699,Legend Of Laguna,Monterey,CA,Peter_B’s_Brewpub,6.50,(831) 649-2699,0
-,-,Berliner Weissbier,Peter B’s Brewpub,8316492699,Santa Clara Valley Berliner Weisse,Monterey,CA,Peter_B’s_Brewpub,3.80,(831) 649-2699,0
-,3.78,American Stout,Peter B’s Brewpub,8316492699,Seven Malt Stout,Monterey,CA,Peter_B’s_Brewpub,?,(831) 649-2699,7
-,-,American Stout,Peter B’s Brewpub,8316492699,Stout Resistance,Monterey,CA,Peter_B’s_Brewpub,5.70,(831) 649-2699,0
-,3.25,American Amber / Red Ale,Peter B’s Brewpub,8316492699,Sum Of Hours,Monterey,CA,Peter_B’s_Brewpub,9.50,(831) 649-2699,2
-,4,American Double / Imperial IPA,Peter B’s Brewpub,8316492699,The Broken Hand,Monterey,CA,Peter_B’s_Brewpub,8.60,(831) 649-2699,1
-,3.76,American Pale Lager,Peter B’s Brewpub,8316492699,Valley Floor Lager,Monterey,CA,Peter_B’s_Brewpub,?,(831) 649-2699,1
-,-,Russian Imperial Stout,"Phantom Ales, Cider, & Cellar",7146309463,Darth Czar Russian Imperial Stout,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",10.00,(714) 630-9463,2
-,-,American Black Ale,"Phantom Ales, Cider, & Cellar",7146309463,Darth Hops,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",6.00,(714) 630-9463,1
-,-,American Stout,"Phantom Ales, Cider, & Cellar",7146309463,Darth Malts Stout,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",?,(714) 630-9463,0
-,-,American Porter,"Phantom Ales, Cider, & Cellar",7146309463,Diablo,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",?,(714) 630-9463,1
-,-,American Strong Ale,"Phantom Ales, Cider, & Cellar",7146309463,Grand Crew,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",9.80,(714) 630-9463,2
-,-,American Double / Imperial Stout,"Phantom Ales, Cider, & Cellar",7146309463,Hazelnut Kona Coffee Imperial Stout,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",10.00,(714) 630-9463,2
-,4.24,American Stout,"Phantom Ales, Cider, & Cellar",7146309463,Nestle Snipes,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",11.00,(714) 630-9463,1
-,-,Belgian Pale Ale,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Belgian Pale Ale,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",6.10,(714) 630-9463,3
-,3.5,Dubbel,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Dubbel,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",6.20,(714) 630-9463,1
-,3,Dunkelweizen,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Dunkelweizen,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",5.00,(714) 630-9463,1
-,3.25,Extra Special / Strong Bitter (ESB),"Phantom Ales, Cider, & Cellar",7146309463,Phantom ESB,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",6.60,(714) 630-9463,3
-,3.25,Irish Dry Stout,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Export Stout,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",5.60,(714) 630-9463,2
-,3.5,American Pale Ale (APA),"Phantom Ales, Cider, & Cellar",7146309463,Phantom Falconer's Flight,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",6.30,(714) 630-9463,3
-,3.68,American IPA,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Flying Brick IPA,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",7.60,(714) 630-9463,4
-,3.75,American Pale Ale (APA),"Phantom Ales, Cider, & Cellar",7146309463,Phantom Fusion Pale,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",6.30,(714) 630-9463,1
-,-,American Porter,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Imperial Porter W/ Chili & Ginger,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",8.60,(714) 630-9463,1
-,3.06,American Amber / Red Ale,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Imperial Rye Red,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",7.00,(714) 630-9463,4
-,3,Irish Dry Stout,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Irish Dry Stout,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",7.00,(714) 630-9463,3
-,3.38,Irish Red Ale,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Irish Red,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",5.70,(714) 630-9463,2
-,3.76,Saison / Farmhouse Ale,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Saison,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",7.50,(714) 630-9463,2
-,3.25,Scottish Ale,"Phantom Ales, Cider, & Cellar",7146309463,Phantom Scottish 80,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",5.00,(714) 630-9463,1
-,-,American IPA,"Phantom Ales, Cider, & Cellar",7146309463,Revolution,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",?,(714) 630-9463,1
-,3.83,Fruit / Vegetable Beer,"Phantom Ales, Cider, & Cellar",7146309463,Tart Cranipom Mead,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",8.00,(714) 630-9463,1
-,-,American Double / Imperial Stout,"Phantom Ales, Cider, & Cellar",7146309463,Vanilla Coconut Imperial Stout,Anaheim,CA,"Phantom_Ales,_Cider,_&_Cellar",10.00,(714) 630-9463,1
-,-,American Wild Ale,Phantom Carriage,3105385834,Amarantha,Carson,CA,Phantom_Carriage,6.30,(310) 538-5834,0
-,3.81,American Amber / Red Ale,Phantom Carriage,3105385834,Ambler,Carson,CA,Phantom_Carriage,7.80,(310) 538-5834,18
-,4.12,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Annalee,Carson,CA,Phantom_Carriage,5.40,(310) 538-5834,13
-,-,American Double / Imperial Stout,Phantom Carriage,3105385834,Baskerville,Carson,CA,Phantom_Carriage,11.50,(310) 538-5834,0
-,-,American Wild Ale,Phantom Carriage,3105385834,Bergman,Carson,CA,Phantom_Carriage,8.40,(310) 538-5834,18
-,-,Berliner Weissbier,Phantom Carriage,3105385834,Blackberry Broadacres,Carson,CA,Phantom_Carriage,3.90,(310) 538-5834,3
-,4.35,American Wild Ale,Phantom Carriage,3105385834,Blood Orange Muis,Carson,CA,Phantom_Carriage,6.50,(310) 538-5834,1
-,3.52,Berliner Weissbier,Phantom Carriage,3105385834,Broadacres,Carson,CA,Phantom_Carriage,3.70,(310) 538-5834,23
-,-,Berliner Weissbier,Phantom Carriage,3105385834,Broadacres With Cranberry,Carson,CA,Phantom_Carriage,3.70,(310) 538-5834,1
-,-,Berliner Weissbier,Phantom Carriage,3105385834,Broadacres With Dragon Fruit,Carson,CA,Phantom_Carriage,3.70,(310) 538-5834,2
-,-,Berliner Weissbier,Phantom Carriage,3105385834,Broadacres With Peaches & Nectarines,Carson,CA,Phantom_Carriage,3.90,(310) 538-5834,0
-,-,Berliner Weissbier,Phantom Carriage,3105385834,Broadacres With Raspberries,Carson,CA,Phantom_Carriage,3.70,(310) 538-5834,0
-,-,Berliner Weissbier,Phantom Carriage,3105385834,Broadacres With Strawberry,Carson,CA,Phantom_Carriage,3.70,(310) 538-5834,1
-,4.09,Berliner Weissbier,Phantom Carriage,3105385834,Broadacres With Watermelon,Carson,CA,Phantom_Carriage,3.70,(310) 538-5834,1
-,3.93,American Wild Ale,Phantom Carriage,3105385834,Citra Muis,Carson,CA,Phantom_Carriage,6.50,(310) 538-5834,4
-,4.18,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Coconut Dolores,Carson,CA,Phantom_Carriage,7.00,(310) 538-5834,1
-,4.32,American Wild Ale,Phantom Carriage,3105385834,Cushing,Carson,CA,Phantom_Carriage,11.10,(310) 538-5834,18
-,4.09,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Doleres With Vanilla Bean,Carson,CA,Phantom_Carriage,7.00,(310) 538-5834,2
-,3.68,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Dolores,Carson,CA,Phantom_Carriage,7.00,(310) 538-5834,14
-,3.81,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Dolores 'Nitro,Carson,CA,Phantom_Carriage,7.00,(310) 538-5834,2
-,-,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Hoppy Leapwood,Carson,CA,Phantom_Carriage,5.20,(310) 538-5834,1
-,3.99,American Wild Ale,Phantom Carriage,3105385834,Houten Muis,Carson,CA,Phantom_Carriage,6.80,(310) 538-5834,10
-,4.24,Saison / Farmhouse Ale,Phantom Carriage,3105385834,KInski,Carson,CA,Phantom_Carriage,8.10,(310) 538-5834,5
-,3.72,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Leapwood,Carson,CA,Phantom_Carriage,5.10,(310) 538-5834,15
-,4.3,American Wild Ale,Phantom Carriage,3105385834,Lugosi,Carson,CA,Phantom_Carriage,12.80,(310) 538-5834,33
-,4.24,American Wild Ale,Phantom Carriage,3105385834,Mosaic Muis,Carson,CA,Phantom_Carriage,6.50,(310) 538-5834,4
-,-,American Wild Ale,Phantom Carriage,3105385834,Muis,Carson,CA,Phantom_Carriage,6.50,(310) 538-5834,26
-,-,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Nelson Muis,Carson,CA,Phantom_Carriage,6.00,(310) 538-5834,1
-,4.06,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Nightwatch,Carson,CA,Phantom_Carriage,5.40,(310) 538-5834,2
-,-,American Wild Ale,Phantom Carriage,3105385834,Opener Blend,Carson,CA,Phantom_Carriage,7.50,(310) 538-5834,0
-,4.18,American Wild Ale,Phantom Carriage,3105385834,Oude Muis,Carson,CA,Phantom_Carriage,6.80,(310) 538-5834,1
-,4.14,Saison / Farmhouse Ale,Phantom Carriage,3105385834,Pashcha!,Carson,CA,Phantom_Carriage,4.50,(310) 538-5834,1
-,-,American Wild Ale,Phantom Carriage,3105385834,Pleascence,Carson,CA,Phantom_Carriage,6.30,(310) 538-5834,17
-,-,Berliner Weissbier,Phantom Carriage,3105385834,Raspberry Broadacres,Carson,CA,Phantom_Carriage,3.70,(310) 538-5834,3
-,4.29,American Wild Ale,Phantom Carriage,3105385834,Rathbone,Carson,CA,Phantom_Carriage,8.10,(310) 538-5834,13
-,4.14,American Wild Ale,Phantom Carriage,3105385834,Simcoe Muis,Carson,CA,Phantom_Carriage,6.50,(310) 538-5834,8
-,4.29,American Wild Ale,Phantom Carriage,3105385834,Sour Blend,Carson,CA,Phantom_Carriage,10.50,(310) 538-5834,1
-,4.21,Berliner Weissbier,Phantom Carriage,3105385834,Strawberry Broadacres,Carson,CA,Phantom_Carriage,3.90,(310) 538-5834,3
-,4.4,American Wild Ale,Phantom Carriage,3105385834,Vermiste Kat,Carson,CA,Phantom_Carriage,13.70,(310) 538-5834,3
-,3.75,Witbier,Phantom Carriage,3105385834,White,Carson,CA,Phantom_Carriage,5.00,(310) 538-5834,1
-,-,Witbier,Phantom Carriage,3105385834,Wit Zombie,Carson,CA,Phantom_Carriage,5.00,(310) 538-5834,0
-,-,Pumpkin Ale,Pine Street Brewery,4157444062,All Hallows Eve,San Francisco,CA,Pine_Street_Brewery,7.00,(415) 744-4062,0
-,3.8,American IPA,Pine Street Brewery,4157444062,Braindrops India Pale Kölsch,San Francisco,CA,Pine_Street_Brewery,6.00,(415) 744-4062,3
-,-,American Brown Ale,Pine Street Brewery,4157444062,Brown Bag,San Francisco,CA,Pine_Street_Brewery,4.80,(415) 744-4062,0
-,-,Scotch Ale / Wee Heavy,Pine Street Brewery,4157444062,Glory,San Francisco,CA,Pine_Street_Brewery,8.50,(415) 744-4062,0
-,-,Dubbel,Pine Street Brewery,4157444062,Guardian,San Francisco,CA,Pine_Street_Brewery,7.50,(415) 744-4062,0
-,-,Witbier,Pine Street Brewery,4157444062,La Flama Blanca,San Francisco,CA,Pine_Street_Brewery,5.20,(415) 744-4062,0
-,4.11,Saison / Farmhouse Ale,Pine Street Brewery,4157444062,Menagerie Saison,San Francisco,CA,Pine_Street_Brewery,5.00,(415) 744-4062,5
-,3.52,American Pale Ale (APA),Pine Street Brewery,4157444062,Pine Street Atom Splitter,San Francisco,CA,Pine_Street_Brewery,5.00,(415) 744-4062,22
-,-,Fruit / Vegetable Beer,Pine Street Brewery,4157444062,Red Head,San Francisco,CA,Pine_Street_Brewery,5.50,(415) 744-4062,0
-,-,Rauchbier,Pine Street Brewery,4157444062,Smoked On The Water,San Francisco,CA,Pine_Street_Brewery,5.50,(415) 744-4062,0
-,-,American Double / Imperial IPA,Pine Street Brewery,4157444062,Walter,San Francisco,CA,Pine_Street_Brewery,9.00,(415) 744-4062,0
-,-,American Brown Ale,Pismo Brewing Company,8052956200,Bolina Brown,Pismo Beach,CA,Pismo_Brewing_Company,5.60,(805) 295-6200,1
-,-,American Blonde Ale,Pismo Brewing Company,8052956200,Bootlegger Blonde,Pismo Beach,CA,Pismo_Brewing_Company,4.90,(805) 295-6200,1
-,-,American IPA,Pismo Brewing Company,8052956200,India Pale Ale,Pismo Beach,CA,Pismo_Brewing_Company,8.40,(805) 295-6200,1
-,-,American Pale Ale (APA),Pismo Brewing Company,8052956200,Pismo Pale Ale,Pismo Beach,CA,Pismo_Brewing_Company,5.30,(805) 295-6200,1
-,-,American IPA,Pismo Brewing Company,8052956200,Red Eye,Pismo Beach,CA,Pismo_Brewing_Company,11.00,(805) 295-6200,2
-,-,American Amber / Red Ale,Pismo Brewing Company,8052956200,Roadster Red Ale,Pismo Beach,CA,Pismo_Brewing_Company,5.70,(805) 295-6200,2
-,1.85,American Pale Wheat Ale,Pismo Brewing Company,8052956200,Tule Wheat Ale,Pismo Beach,CA,Pismo_Brewing_Company,4.30,(805) 295-6200,1
-,-,Hefeweizen,Pizza Orgasmica & Brewing Co.,4154572337,4 Grain Hefeweizen,San Rafael,CA,Pizza_Orgasmica_&_Brewing_Co.,6.00,(415) 457-2337,0
-,-,American Amber / Red Ale,Pizza Orgasmica & Brewing Co.,4154572337,Amber Ale,San Rafael,CA,Pizza_Orgasmica_&_Brewing_Co.,6.50,(415) 457-2337,0
-,-,American Blonde Ale,Pizza Orgasmica & Brewing Co.,4154572337,Golden Ale,San Rafael,CA,Pizza_Orgasmica_&_Brewing_Co.,6.30,(415) 457-2337,0
-,-,American IPA,Pizza Orgasmica & Brewing Co.,4154572337,I.P.A.,San Rafael,CA,Pizza_Orgasmica_&_Brewing_Co.,7.00,(415) 457-2337,0
-,-,Kölsch,Pizza Orgasmica & Brewing Co.,4154572337,Kolsch,San Rafael,CA,Pizza_Orgasmica_&_Brewing_Co.,5.20,(415) 457-2337,0
-,-,American Pale Ale (APA),Pizza Orgasmica & Brewing Co.,4154572337,Orgasmica Pale Ale,San Rafael,CA,Pizza_Orgasmica_&_Brewing_Co.,6.10,(415) 457-2337,0
-,-,American Pale Ale (APA),Pizza Orgasmica & Brewing Co.,4154572337,Peach Pale Ale,San Rafael,CA,Pizza_Orgasmica_&_Brewing_Co.,6.10,(415) 457-2337,0
-,-,American Porter,Pizza Orgasmica & Brewing Co.,4154572337,Porter,San Rafael,CA,Pizza_Orgasmica_&_Brewing_Co.,8.00,(415) 457-2337,0
-,-,Hefeweizen,Pizza Orgasmica & Brewing Co.,4154572337,Raspberry Hefeweizen,San Rafael,CA,Pizza_Orgasmica_&_Brewing_Co.,6.00,(415) 457-2337,0
-,3.8,Scotch Ale / Wee Heavy,Pizza Port  Bressi Ranch,7607071655,"""Just One More"" Scotch Ale",Carlsbad,CA,Pizza_Port__Bressi_Ranch,10.50,(760) 707-1655,6
-,-,American IPA,Pizza Port  Bressi Ranch,7607071655,2 Step 2nd Anniversary IPA,Carlsbad,CA,Pizza_Port__Bressi_Ranch,6.70,(760) 707-1655,5
-,4.1,American Strong Ale,Pizza Port  Bressi Ranch,7607071655,547 Haight,Carlsbad,CA,Pizza_Port__Bressi_Ranch,10.00,(760) 707-1655,40
-,4.02,American Double / Imperial IPA,Pizza Port  Bressi Ranch,7607071655,5th Gear Pinned,Carlsbad,CA,Pizza_Port__Bressi_Ranch,8.50,(760) 707-1655,10
-,3.59,Saison / Farmhouse Ale,Pizza Port  Bressi Ranch,7607071655,5th Symphony Saison,Carlsbad,CA,Pizza_Port__Bressi_Ranch,6.20,(760) 707-1655,14
-,4.14,American Pale Ale (APA),Pizza Port  Bressi Ranch,7607071655,8 Bit Mosaic Pale,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,5
-,-,American Double / Imperial IPA,Pizza Port  Bressi Ranch,7607071655,A-Frame,Carlsbad,CA,Pizza_Port__Bressi_Ranch,8.00,(760) 707-1655,3
-,3.96,American IPA,Pizza Port  Bressi Ranch,7607071655,Abbey Mae,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,6
-,3.77,American IPA,Pizza Port  Bressi Ranch,7607071655,Aggie,Carlsbad,CA,Pizza_Port__Bressi_Ranch,6.50,(760) 707-1655,10
-,3.98,Belgian Strong Pale Ale,Pizza Port  Bressi Ranch,7607071655,AtTENuation,Carlsbad,CA,Pizza_Port__Bressi_Ranch,8.50,(760) 707-1655,12
-,4.41,American Double / Imperial IPA,Pizza Port  Bressi Ranch,7607071655,Attrition,Carlsbad,CA,Pizza_Port__Bressi_Ranch,9.50,(760) 707-1655,13
-,3.69,American Pale Ale (APA),Pizza Port  Bressi Ranch,7607071655,Ava's Pale Ale,Carlsbad,CA,Pizza_Port__Bressi_Ranch,5.00,(760) 707-1655,22
-,-,American Double / Imperial Stout,Pizza Port  Bressi Ranch,7607071655,BA Eukaryst,Carlsbad,CA,Pizza_Port__Bressi_Ranch,12.00,(760) 707-1655,1
-,3.5,American Brown Ale,Pizza Port  Bressi Ranch,7607071655,Backside,Carlsbad,CA,Pizza_Port__Bressi_Ranch,4.90,(760) 707-1655,2
-,3.75,American Brown Ale,Pizza Port  Bressi Ranch,7607071655,Backside Indonesian Coffee,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,1
-,3.75,American Brown Ale,Pizza Port  Bressi Ranch,7607071655,Backside Kenyan Coffee,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,1
-,4.16,American Porter,Pizza Port  Bressi Ranch,7607071655,Bacon & Eggs Porter,Carlsbad,CA,Pizza_Port__Bressi_Ranch,9.50,(760) 707-1655,110
-,4.06,Dunkelweizen,Pizza Port  Bressi Ranch,7607071655,Badonk-A-Dunkel,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,3
-,3.77,German Pilsener,Pizza Port  Bressi Ranch,7607071655,Baja Session Ale,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,8
-,3.53,American Pale Ale (APA),Pizza Port  Bressi Ranch,7607071655,Bangarang,Carlsbad,CA,Pizza_Port__Bressi_Ranch,5.00,(760) 707-1655,7
-,3.73,American Barleywine,Pizza Port  Bressi Ranch,7607071655,Barbarian Barley Wine,Carlsbad,CA,Pizza_Port__Bressi_Ranch,9.50,(760) 707-1655,14
-,4.13,American IPA,Pizza Port  Bressi Ranch,7607071655,Barney,Carlsbad,CA,Pizza_Port__Bressi_Ranch,7.99,(760) 707-1655,18
-,4.27,American Barleywine,Pizza Port  Bressi Ranch,7607071655,Barrel Aged Bird Dog,Carlsbad,CA,Pizza_Port__Bressi_Ranch,14.00,(760) 707-1655,2
-,-,American Stout,Pizza Port  Bressi Ranch,7607071655,Barrel-Aged X-Port,Carlsbad,CA,Pizza_Port__Bressi_Ranch,6.00,(760) 707-1655,2
-,3.7,American Pale Ale (APA),Pizza Port  Bressi Ranch,7607071655,Beached Whale Pale Ale,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,5
-,3.67,English India Pale Ale (IPA),Pizza Port  Bressi Ranch,7607071655,Beech Street IPA,Carlsbad,CA,Pizza_Port__Bressi_Ranch,7.00,(760) 707-1655,7
-,-,Saison / Farmhouse Ale,Pizza Port  Bressi Ranch,7607071655,Beer Hunter Episode 2,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,4
-,3.5,American IPA,Pizza Port  Bressi Ranch,7607071655,Beer Monkey,Carlsbad,CA,Pizza_Port__Bressi_Ranch,6.50,(760) 707-1655,1
-,4.34,American Double / Imperial Stout,Pizza Port  Bressi Ranch,7607071655,Beeramisu,Carlsbad,CA,Pizza_Port__Bressi_Ranch,11.00,(760) 707-1655,29
-,3.87,American Black Ale,Pizza Port  Bressi Ranch,7607071655,Big Black Poochie,Carlsbad,CA,Pizza_Port__Bressi_Ranch,10.50,(760) 707-1655,5
-,3.79,English Dark Mild Ale,Pizza Port  Bressi Ranch,7607071655,Big Buck,Carlsbad,CA,Pizza_Port__Bressi_Ranch,4.20,(760) 707-1655,6
-,4.27,American Double / Imperial IPA,Pizza Port  Bressi Ranch,7607071655,Big Deal,Carlsbad,CA,Pizza_Port__Bressi_Ranch,9.20,(760) 707-1655,12
-,3,American Amber / Red Ale,Pizza Port  Bressi Ranch,7607071655,Big Dumb Animal,Carlsbad,CA,Pizza_Port__Bressi_Ranch,8.50,(760) 707-1655,4
-,4.04,Belgian IPA,Pizza Port  Bressi Ranch,7607071655,Bizon IPA,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,3
-,4.31,Milk / Sweet Stout,Pizza Port  Bressi Ranch,7607071655,Black Wave,Carlsbad,CA,Pizza_Port__Bressi_Ranch,5.50,(760) 707-1655,3
-,3.25,American Blonde Ale,Pizza Port  Bressi Ranch,7607071655,Bling Golden Ale,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,4
-,4.04,American Double / Imperial IPA,Pizza Port  Bressi Ranch,7607071655,Bloodhound IPA,Carlsbad,CA,Pizza_Port__Bressi_Ranch,8.60,(760) 707-1655,3
-,4.08,German Pilsener,Pizza Port  Bressi Ranch,7607071655,Blue Steel,Carlsbad,CA,Pizza_Port__Bressi_Ranch,5.00,(760) 707-1655,1
-,3.72,American Barleywine,Pizza Port  Bressi Ranch,7607071655,Boneyard Barleywine,Carlsbad,CA,Pizza_Port__Bressi_Ranch,?,(760) 707-1655,4
-,3.98,American IPA,Pizza Port  Bressi Ranch,7607071655,Boob-Shaka-Laka,Carlsbad,CA,Pizza_Port__Bressi_Ranch,7.70,(760) 707-1655,4
-,3.74,American Stout,Pizza Port  Bressi Ranch,7607071655,Boondocks,Carlsbad,CA,Pizza_Port__Bressi_Ranch,4.20,(760) 707-1655,6
-,4.39,American Double / Imperial IPA,Pizza Port  Bressi Ranch,7607071655,Booya Steez,Carlsbad,CA,Pizza_Port__Bressi_Ranch,9.20,(760) 707-1655,19
